airline_sentiment,clean_text,airline
positive,great flight got us back time thanks,Southwest
positive,thx smooth landing today applauded u abt weather takemeback,Southwest
positive,frustrated idea great crew thanks happycustomer,Southwest
negative,parents flight frm stlatl cancelled flighted nite whens next one,Southwest
negative,well mom called earlier guys hold close hour,Southwest
negative,theres hour wait reflight booking problems line omaha,Southwest
negative,says cant flight progress,Southwest
negative,help reflight booking problems flight cancelled flighted fwhei,Southwest
negative,alist pref doesnt good direct atl always wifiless flight,Southwest
negative,reliable system couldnt find info said refund credit card,Southwest
negative,hours sorry dont get oh well screw weekend az right eat hotel problem,Southwest
positive,early bird great employees awesome passengers killed buzz,Southwest
negative,absolutely sick wifi,Southwest
negative,airfare available december year major trips coming im anxious book,Southwest
positive,ahah love sw,Southwest
positive,lucky people like annamarie norris bwi hope get recognized excellent cust service,Southwest
negative,kid wants fucking money scumbag,Southwest
positive,wish wouldve seen hours ago wanted see tonight bad crying,Southwest
positive,ill drop next time visit,Southwest
positive,feels like good day fly thanks ontime departure sna bestinclass ft takemehome,Southwest
positive,great trip yesterday outstanding flight attendants,Southwest
positive,im flight everyone nice helpful im hoping well get fly thank,Southwest
negative,thats horse radish,Southwest
negative,thanks concerned conflicting texts receiving flight drive hours,Southwest
positive,thank,Southwest
positive,thank see u next wednesday fll save peanuts,Southwest
positive,happy finally put southwestairlines boarding pass passbook makes life much easier,Southwest
positive,anything go vegas show please man,Southwest
negative,go delayed chicago offer flight never intend fly,Southwest
negative,traveling one got miscommunicated,Southwest
negative,wtf flight delayed go board boarding pass disappeared southwest app,Southwest
negative,baggage woman said blatimore would plane morning cant find wtf,Southwest
negative,doesnt work flight fyi,Southwest
negative,would die got tickets destinationdragons would invited funeral,Southwest
negative,easy pleasant difficult stressful learned lesson,Southwest
positive,got taken care thank lt,Southwest
negative,sure trust statement many small numbers words,Southwest
negative,late flightly youve always late flight please get back old swa,Southwest
negative,totally sucks flights weathered existence stacy tucson helped overnight vegas,Southwest
negative,guys alive ive hold minutes counting,Southwest
negative,gary kelly ashamed running corporation way,Southwest
negative,guys rip could cancelled flight every flight booked employees would buyer beware,Southwest
negative,travel credit used buy expires day find lower rate,Southwest
positive,please acknowledge attendant jeff wernicke beat class service sw,Southwest
negative,want money paid early bird refunded noone seemed able three different sw worked,Southwest
negative,filled form website darn guess ill cross fingers,Southwest
positive,thank much access destinationdragons tonight crying dying rn ripme,Southwest
positive,excited last minute trip doesnt know yet,Southwest
negative,heyo causing flight ewr hou delayed,Southwest
negative,wifi stinks im mad wouldnt hate got money refunded,Southwest
negative,cancelled flights arrivals amp departures nashville pm weather headlines pm liveonfox februaryfreezefox,Southwest
positive,thank much,Southwest
negative,hold minutes amp one knows win tickets youre still handing destinationdragons,Southwest
negative,minutes phone im given another number call still hold,Southwest
positive,rules,Southwest
negative,one call knows anything im wondering get destinationdragons,Southwest
negative,okaaaaay ugh im min away,Southwest
negative,yes like need luggage tomorrow morning,Southwest
negative,doesnt care sna agent jacquie plitt rude gal bad attitude fly cabo thx,Southwest
positive,happily flight delayed cockpit visit blew fouryrolds mind thanks capn,Southwest
negative,needs make whole used tkt back n phx due rude sna agent jacquie plitt flew cabo,Southwest
positive,flight hour long one best flights ive ever kudos flight crew airline general,Southwest
negative,swa agent jacquie plitt sna rudely tells youre going cabo today manana back phx flew,Southwest
positive,thanks good us military folk cold stlouis sure enjoyed flight,Southwest
negative,thanks losing luggage,Southwest
negative,us cant get states playing hunt destinationdragons tickets lefteven one,Southwest
negative,well car amp free place stay known unacceptable treatment spvsr sally cleveland disappointed,Southwest
negative,asshole cut front system blows,Southwest
negative,pretty stupid probably wont fly plus hearing nightmare stories overbooked flights,Southwest
negative,minutes without talking human point would recommend call,Southwest
negative,u guys cancelled flight bna flights amp dont bother alert passengers gives,Southwest
positive,thank much sending la destinationdragons tonight gon na rock,Southwest
positive,oh see thanks supporting padresst,Southwest
positive,yeah haha never one expensive much fun destinationdragons,Southwest
positive,beautiful day seattle,Southwest
positive,best video seen ever teamspirit,Southwest
positive,thank kind response acknowledgement apology go long way southwestrocks,Southwest
negative,thanks minutes someone eventually help us took care,Southwest
negative,going weekend friends birthday point reflight booking problems,Southwest
negative,one bags didnt make destination claim ticket way help status location,Southwest
negative,includes inclement weather may impact scheduled service reflight booking problems options available,Southwest
negative,yes attitude nasty comment,Southwest
positive,guys rock easy quick affordable change flight bestairlineever neverchange,Southwest
negative,hour delay atl due air traffic controllove missing entire day vacation unhappycustomer mytimeismoney,Southwest
negative,cancelled flightled get refund cancelled flightlations happen min phone wait amp painful music unacceptable come,Southwest
positive,thank help shannon great customer service,Southwest
negative,hours late flight made sf maybe help get earlier flight sunday,Southwest
negative,another ride sw employee printed boarding passes deficiency training obviously,Southwest
positive,thanks lindsey amp southwest twitter team great service amp speedy resolution luvagent swa,Southwest
negative,apparently mechanics flown fix planesnot assuring sign,Southwest
positive,please help really want fly guessweflyingdelta,Southwest
positive,thank dming,Southwest
negative,cancelled flight flights bna today needtogethome,Southwest
negative,huge problem someone whose ticket cancelled flighted mid trip dm,Southwest
negative,flights sunny sfo delayed hours others cancelled flightled left right little updates help,Southwest
negative,please explain reps ignoring technical issue passing buck good business model lucky limited,Southwest
negative,understood frustrating buy early bird check day go sale get mid b feel ripped,Southwest
negative,please start charging carryon luggage carryonbagssloweverybodydown,Southwest
positive,sea den south sound volleyball team way,Southwest
negative,swa low fares ontime service great manufactured quirkiness mmm much signed captiveaudience,Southwest
negative,please start offering services airports drive hrs use u,Southwest
negative,flying jax den paid wifi barely functional couldnt work wanted never,Southwest
negative,flight nashville cancelled flightled another flight ive trying call amp get human,Southwest
negative,delay understandable look time flight boarding time weird,Southwest
positive,already booked tickets august thth cant wait vacation,Southwest
negative,frustrated bought early bird day tickets released got midb ticket spend nothing,Southwest
negative,plane doesnt work luxuries paid go away keep money need biz model,Southwest
negative,extend call day expireswhy cant extended nowmightmismybrosgraduation,Southwest
negative,airline fly havent seen anything like yet,Southwest
positive,thats awesome love flying swa,Southwest
positive,guy flight attendant last flight hilarious,Southwest
positive,thanks info quick response,Southwest
positive,shhhh dont want something else steal deal,Southwest
negative,cancelled flighting flights minutes takeoff amp sitting min runway rescheduled flight badservice,Southwest
positive,deborah helped,Southwest
positive,give guy raisegreat start flight az mke,Southwest
negative,intl friendly,Southwest
negative,horrible customer service empty seats early flight wantcharge double get home early instead usual late flight,Southwest
negative,answer phone change flight plans srsly,Southwest
negative,could little accommodating extending flight creditwhats extra daysnotahappytraveler,Southwest
negative,going inconsistent enforcing rules id prefer randomly take freq flyers obey,Southwest
negative,relay concerns really mean amp howwhy u keep letting people flights bags larger u state allowabl,Southwest
negative,long take points rr shopping post account got email saying ive earned points dont see em,Southwest
positive,oh gosh going dm thank,Southwest
positive,thank much youre amazing im going cry omg,Southwest
negative,could get flight delayed,Southwest
negative,couldnt make flight funds forfeited show trying book another flight using funds im,Southwest
negative,make delay go away maybe upgrade kats seats headed columbus,Southwest
positive,hi wanted see new routes planned year newark love flying guys hope,Southwest
positive,thank well touch moveaboutthecountry,Southwest
negative,fjbfsc need receipt showing charge amex xx keep getting sent,Southwest
negative,need tsa pre doesnt show flight mine,Southwest
negative,getting run around today customer service amp disconnected customer relations given twice help,Southwest
negative,hours already,Southwest
positive,flight bwi isp ready go thanks keeping us warm frigidfriday,Southwest
positive,love love love southwest rocks always,Southwest
positive,shout flight crew taking amazing care us double flight thankyou,Southwest
positive,please hate fly different airline youre fav,Southwest
negative,flying delta week gogo good tweet sent didnt even send landed thats bad,Southwest
positive,sure thing,Southwest
negative,book hotel twice ahhhhh,Southwest
positive,save mile visit family impact many times see mother planned change rules,Southwest
positive,jackpot legroom,Southwest
negative,go airline much say care see much right suck,Southwest
negative,loyal southwest beginning unhappy devaluation,Southwest
positive,live southwest imagine dragons favorite band met bestfriends thanks would amazing,Southwest
negative,longer flights series wifi great retire,Southwest
negative,excruciatingly slow internet swa flights norm rather exception addressed,Southwest
negative,inbrowser hover intrusive annoying fact wifi works one device sort sad,Southwest
negative,sign screen major mobile issues responsive design wasnt working properly nexus,Southwest
negative,sure also read southwest doesnt believe liable incident fault sw lost,Southwest
negative,whats new inflight wifi service super crappy user experience miss old provider,Southwest
negative,damn cold sitting runway heat,Southwest
positive,love air travel doesnt get easier,Southwest
positive,received awesome phone help jim today helped switch around flights booked points,Southwest
negative,repeating policy basically repeating fuck customers ill shopping new airline asap,Southwest
negative,yeah thats happened im really pissed kind thing expect us austrian,Southwest
negative,glad see know keep money pockets thanks voucher return lost bag,Southwest
negative,call customer service sitting tarmack hr lost bag give voucher,Southwest
negative,thats bull add fare cart locked made way paypal,Southwest
negative,trouble wifi matter get redirected back getconnected page even though says im connected,Southwest
negative,account even aware destinationdragons contest one youre fucking,Southwest
positive,thank cant wait either,Southwest
negative,even mean im taking letting elite customers paid seat fill seat go empty anyway,Southwest
positive,sweet glad hear ill keep guys mind next time,Southwest
negative,great job achieving cities bwi,Southwest
negative,hello flight cancelled flightled destinationdragons one desk kci knows fuck happening,Southwest
positive,employees bwi amazing,Southwest
positive,thanks responding,Southwest
negative,thanks leaving hanging destinationdragons flights fucked help,Southwest
negative,luxury people flight im going get spoiled,Southwest
negative,three flights three check agents enough missedflight back jet blue,Southwest
positive,releasing flights september found fly direct lbb las excited tripofalifetime,Southwest
negative,unable book travel right website app help,Southwest
positive,gracias appreciate,Southwest
positive,fantastic thats best flight service ive ever,Southwest
negative,promotion also said two free round trip flights nope pay extra chi vegas baitampswitch,Southwest
negative,extra luggage cost,Southwest
negative,turned nonstop flight laguardiadal stop stl wth im thinking sorta comp order really,Southwest
positive,flying weeks bringing blankets bc freezing,Southwest
negative,last flights consistently ran behind schedule whats,Southwest
negative,sinuses contend two painful landings rather one missed preregistration window beyond frustrated,Southwest
negative,airlines change ticket prices middle day annoyed,Southwest
negative,delayed youre killing late flightly,Southwest
positive,love imagine dragons much eould die got tickets,Southwest
positive,love imagine dragons flipping much pls destinationdragons,Southwest
positive,would love go atlanta show,Southwest
positive,would anything tickets vegas anything love imagine dragons much,Southwest
negative,another delay wow,Southwest
negative,dont want whiny accommodated several passengers whose earlier flight cancelled flightled flight long,Southwest
positive,would awesome experience destinationdragons,Southwest
positive,hi company fly time wondering could please share link amp read,Southwest
negative,cant begin tell slow planes wifi cant even pull email paying,Southwest
negative,betsy besty gettin stuck las might bad mostbut want home homewardbound betsy besty thankyou,Southwest
negative,landing ric right havent even left atl picked delta maybe,Southwest
negative,love ya bringin hour late flight leaving weve sitting runway min fail,Southwest
negative,never mor e disappointed company charging use wifi works apps parhetic,Southwest
negative,picked bag seatac clothes soaking wet bagawim,Southwest
positive,would cool best airlines company hooked tickets vegas,Southwest
positive,appreciate reply hopefully lax agents get memo cheers,Southwest
negative,offering us absolutely nothing troubles either blames,Southwest
negative,link doesnt work,Southwest
negative,itd nice could get answer even simple would want know,Southwest
negative,hours delays make nice offer rescheduling next day,Southwest
positive,nice trip back home looong vaca,Southwest
negative,paid flight wifi austin san diego wasnt useable possible get refund conf xxvm,Southwest
positive,usually excellent swa flight,Southwest
negative,know trying patience easier cheaper ways tpa pdx stuck w u turned hrs mci,Southwest
negative,figured streaming wouldnt work per tos site taking longer minutes load,Southwest
negative,wait wait get straight fly personal business sure bebetter,Southwest
negative,gate attendant let someone board whose boarding pass kept reading invalid messed passenger log,Southwest
negative,android wifi experience terrible ripoff cant get mrn budweiserduels,Southwest
negative,dear swa fly lot time amazing today unacceptablei sitting midway delayed min,Southwest
negative,know finally lined like cattle board sw flight original departure time badcustomerservice,Southwest
positive,jason gate san made afternoon southwestairlines stellarservice thanks,Southwest
positive,thanks adding straight flights columbus oakland,Southwest
positive,look forward direct flights california see family often thank byebyeusairline,Southwest
negative,great customer service come knowexpect luv dropped eb check help sight,Southwest
negative,cant help made mistake dropped early bird check end luv,Southwest
negative,please something speed wifi connections planes might well nonexistent,Southwest
positive,crew tonight outstanding god bless medically trained passengers board,Southwest
negative,weather seriously even excuse point awful service summer,Southwest
negative,seriously worst dont remember last time someone knew flight wasnt delayed cancelled flightled etc,Southwest
positive,give crew swa high five avb guy nice xw landing nicely done,Southwest
negative,charge much moving full flight earlier flight seats available doesnt make sense,Southwest
negative,wifi come,Southwest
negative,brd nowfrustrated go buf rocif tld flt gng b held earlier would messcng bk unable due overbk,Southwest
positive,honest didnt expect fast response thank chiberia go,Southwest
positive,making miracles customer service department gave far one friendliest phone calls ever wheelsup,Southwest
positive,already signed thanks looking forward trying southwest experience,Southwest
negative,unscheduled aircraft change please better system place worth paid upgrade refund,Southwest
negative,love hold flight phx late flight passengers make us hour late flight great job,Southwest
negative,tried return orig booked flt told overbookedgng diff destfeel like switched purpose bec overbook,Southwest
positive,forgiven loved customerits never left thats youre bae,Southwest
negative,time estimate luggage well sure fill survey,Southwest
positive,hear bad things flying last weekends flights crews awesome thank,Southwest
positive,sorry spam would awesome see vegas help would absolutely amazing,Southwest
negative,lets chat flights bwi carolina area girl get break ive resort usair day,Southwest
negative,remember wouldnt let pm flight seats available flight delayed worst airline badservice,Southwest
positive,thanks making new direct flight san francisco,Southwest
positive,crew great us today traveling ft lauderdale louisville kids thanks,Southwest
negative,next enforcing boarding procedure,Southwest
negative,roger wilco,Southwest
positive,nvm gate said theyre holding connections thanks quick response,Southwest
negative,yall say flt time yet havent boarded departure bc waiting new crew subterfuge,Southwest
negative,yall get rid austin cabo flights together theres zero nonstop aug sept,Southwest
positive,looking forward beats music available flight today thats pretty cool,Southwest
positive,best airfare prices got ta luv,Southwest
negative,flt delayed scheduled miss connection get help hhp,Southwest
positive,thank,Southwest
negative,didnt say anything patience said probably last time fly southwest suggest others,Southwest
negative,flight,Southwest
positive,thanks opportunity,Southwest
negative,dont ever tweet,Southwest
negative,problem wasnt issued position today gate option upgrade good youre,Southwest
negative,might worst airline ever,Southwest
positive,truly best customerservice something goes wrong matter big small issue fix thank,Southwest
positive,easiest airline deal loveeee much,Southwest
negative,canned empathize think team lost right capitalized lowercase team day,Southwest
positive,thank,Southwest
positive,ok gotcha,Southwest
negative,oopsno functioning bathrooms fairly full flight hope everyone new york hold included,Southwest
positive,im excited perhaps could scale excitement back weeks,Southwest
positive,amp best friends chance could get tickets destinationdragons,Southwest
positive,thank guys,Southwest
negative,trip month awaywhy consider around corner setting change,Southwest
positive,ceo gary kelly americas loved flown airline southwestrally bwi bestemployees swaculture swapic,Southwest
negative,tried inflight wifi fail,Southwest
negative,flight booking problems late flight summer travel auscun direct flight disappear,Southwest
positive,thank finally made destination,Southwest
positive,luvin flights today dont change please add paypal payment option,Southwest
negative,youre killing always delayed sandiego sf ugh,Southwest
negative,almost bumped flight hrl minutes early staff rude asked problem,Southwest
negative,experiencing worst customer service ever currently waited cs rep put hold actually hung,Southwest
positive,makes flying fun flight crew led plane singing happy birthday one guys luvintheair,Southwest
positive,received birthday card amazing made smile joy nice videos thanks,Southwest
positive,thanks heartlanta,Southwest
positive,thanks b day concert watched noticed fist bumphigh five end rock version,Southwest
negative,doesnt terminal b lga precheck makes want never fly airline,Southwest
positive,boyfriend loved since amp would awesome go vegas event way help,Southwest
negative,reviewing oversize policy hardcase golfbags free weight add guitars instruments list,Southwest
negative,could said dont know,Southwest
negative,cant find cheap flight dc st louis prices went like crazy april weekends,Southwest
negative,cant dm without following,Southwest
negative,pwm direct orlando saturdays happening march thought going permanent thing,Southwest
negative,yes guys get act together,Southwest
negative,unable check flight says itinerary ineligible checkin online go counter inconvenient,Southwest
positive,thank great tool,Southwest
positive,know crew today flight aus pdx awesome swa,Southwest
negative,thanks lot sending special deal getting screwed best vacation sarcasm get new partners,Southwest
negative,loyal alist customers easier get help bring resolution issues rewards program,Southwest
negative,one answersno one help always different story fiancee cant helped,Southwest
negative,yes please train customer service agents correct protocol receiving different evrytime call,Southwest
negative,never got notification flight cancelled flighted today correct phone email file happy customer,Southwest
positive,sitting talking tech conference awesome guys rolled across luv guys lol,Southwest
positive,thanks attention ive flying southwest years havent issue past,Southwest
negative,suggestion shades windows travelers wont watch ur luggage handlers throwing bags around,Southwest
negative,alist program complete joke company value loyal customerstime look another goto airliner,Southwest
negative,whats pricing cache book flight refreshed page amp price jumped ridiculous,Southwest
negative,alist pref credit card holder called exclusive hung hold min gives,Southwest
positive,destinationdragons im huge fan would love tix show,Southwest
negative,bwisjd service seasonal wasnt part extension called intl desk didnt know want fly sept sat,Southwest
positive,scott best thank yo bottom heartdestinationdragons friends la see u friday,Southwest
positive,flying non stop cmhoak daydreaming trip bayespecially weather ohioprobz,Southwest
negative,flights yesterday treats nuts pretzels also origami magazine new policies oldpolicieswaybetter,Southwest
negative,awful lost bag arent providing info day nothing worstairlineever,Southwest
negative,flight cancelled flighted delayed expect full compensation park ticket hotel amp flight,Southwest
positive,yeehaw found us another plane thx listening vent,Southwest
negative,good chance anyone else airport ever flight booking problems southwest,Southwest
negative,costumer service representative lied ensured plane would leaving scheduled,Southwest
negative,mention sit airport hours youve ruined trip happy want compensation,Southwest
negative,need get act together new morning plane malfunctioning yet ive delayed times,Southwest
negative,keeping families apart w quirky archaic policies airline accommodates situation,Southwest
negative,report filed would like support active searching feels pretty passive info computer precious,Southwest
negative,surprise surprise delays seems norm broken equipment,Southwest
positive,unbelievable thank much destinationdragons,Southwest
positive,amazing cs today sw thank much reason fly southwest,Southwest
positive,best airline one better onelove southwest bestairline,Southwest
positive,great cabin flight crew morning great smile happy staff signs happy company thanks,Southwest
positive,thank always going beyond customer service favoriteairline luvforsw southwestair,Southwest
negative,doesnt mean tsa precheck show mobile boarding pass ktn linked account,Southwest
positive,great news today finally columbus top unserved market flights,Southwest
negative,flights hrl limited route,Southwest
positive,really stepping service,Southwest
negative,inflight wifi absolute worst id willing paid double dialup speeds flight,Southwest
negative,yes know also noticed offer list boarding programs popular,Southwest
negative,pay service delivered whether fault shouldnt sort compensation,Southwest
negative,little surprised early bird got b den kc worst ive whats,Southwest
positive,please accept apologies lame childish tweet didnt deserve amp remain loyal sw customer,Southwest
positive,owe apology tweet frustration constructive criticism im sw fan amp love service,Southwest
positive,booked trip cancun baggage feesbut need flight time options,Southwest
positive,thank bringbacktheluvtordu miami directflights,Southwest
negative,got duped w connection st flight sneaky u wont give seat earlier flight w availability shameful,Southwest
positive,would great thank ill send follow,Southwest
negative,real sincere apology makes day glad know flying mail important never flying sw badservice,Southwest
negative,already follow cant dm u need follow back,Southwest
negative,rude customer svc wont accommodate earlier flight wo charge us mail takes priority customers badservice,Southwest
negative,rude gate agent wholly unacceptable us amp passengers think last time sw,Southwest
negative,trouble reflight booking problems cancelled flighted flight one picking phones site isnt working,Southwest
positive,love sw forever,Southwest
negative,please hire efficiency consultant manage phx baggage checkin way many open kiosks ppl waiting,Southwest
positive,sw rocks thanks reply follow rebooked earlier flight,Southwest
positive,congrats,Southwest
positive,well deserved,Southwest
positive,always tell everyone fly southwest congratulations,Southwest
positive,friendliest employees,Southwest
negative,every flight flown personallyabout two round trips per month full still hard believe fly hours thru atlno,Southwest
positive,superb choice swa raving fan even take stress weatherrelate flightd glitches custexp,Southwest
positive,listening center open seating like planes ragandisney,Southwest
negative,double comment phl anywhere south florida gone gone gone hello us air,Southwest
negative,dont like new schedule nonstops phl fll pbi free move cities sad,Southwest
negative,incredibly frustrating emailed still havent received response,Southwest
negative,paid inflight wifi work download speed mbps amp ended watching free tv instead,Southwest
positive,oh god thank much sent dm,Southwest
negative,wish wouldve known couldve slept hours let friend know wait lands,Southwest
positive,thank prompt response email late flightr today,Southwest
positive,thanks get go destinationdragons show weekend utah thankyou,Southwest
positive,love u southwest youve always helpful traveled lot wmy son infanttoddler u great,Southwest
positive,love flying southwest best flight attendants ever,Southwest
negative,nothing express express bag drop phoenix sky harbor,Southwest
negative,used exclusively fly sw late flightly direct flights amp cheaper costs switched whyso fewdirectflights,Southwest
positive,like airlines congrats,Southwest
positive,hi guys good morning,Southwest
negative,email address send thoughts experience really good amp feedback,Southwest
positive,southwest definitely favorite airline fly,Southwest
positive,congratulations,Southwest
negative,great flight delayed three hours friend wait airport hours birthday,Southwest
positive,guess ashley shes great job presenting ragandisney,Southwest
negative,birthday th hes seeing imagine dragons destinationdragons,Southwest
positive,thank integrating passbook ios works much better,Southwest
negative,friend lucky enough see destinationdragons live birthday hes fan years,Southwest
negative,enter every contest destinationdragons lose,Southwest
negative,main supporter play jesus portrayed homosexual partner judas performs gay wedding boycott,Southwest
negative,youre giving everyone tix destinationdragons except birthday,Southwest
positive,birthday destinationdragons im huge fan anyway get tickets,Southwest
positive,thanks agent boarding atlaus left wallet inbound found,Southwest
negative,sent conf number yesterday,Southwest
positive,iphone app passbook support whoot little things life,Southwest
negative,well fun lasted happy change redeeming reward points wont loyal anymore,Southwest
negative,delay flight bdl mco need get florida amp races daytona,Southwest
positive,aww thanks love,Southwest
negative,learn give folks multiple flights day boarding position least cant give boarding passes,Southwest
positive,mco thanks,Southwest
positive,new logo going look amazing airplanes,Southwest
positive,appreciate reply rt sorry keep waiting laura agent shortlycb,Southwest
positive,love guys take airlines weekmakes love appreciate yall much onlywaytofly,Southwest
negative,im getting leathery heat even get vegas,Southwest
negative,first flight ever flight already technical issues faaaannntastic,Southwest
negative,feels flight,Southwest
negative,stuck heat blasting try thaw water lines kinda disappointed first flight rr member,Southwest
negative,love friendly staff asking updates delayed flights causing missed connections horribleattitudes,Southwest
positive,dm sent thanks much responding response timely missed,Southwest
negative,hates guitar players chgd oversize extra bag acoustic guitar epic fail,Southwest
positive,thank flights going nashville guys rock disneyprincesshalfmarathon girlsweekend bffs,Southwest
negative,flt san jose ca gt denver co delayed hrs easily best flight touchdown years flying keep,Southwest
positive,thx ops agt rich westagard n flight att nancy den airportheld flight n even saved seat bus select customersfirst,Southwest
positive,yall real mvp prices,Southwest
negative,spoke soon bag lost,Southwest
positive,love bridesmaid dancing cant wait fly puerto vallarta kick united ass,Southwest
positive,airline understands us military families unpredictable changes pound,Southwest
positive,get tiks destinationdragons omg id love plz im dying,Southwest
negative,humor aside weve stuck plane two hours gate bags cant loaded correctly gives,Southwest
negative,weve sitting gate two hours waiting bags loaded im telling herb,Southwest
negative,rude gate agent bwi tonight gate b hr delay flight think little training order,Southwest
positive,looking forward using passbook fly weeks,Southwest
positive,fantastic thank,Southwest
negative,sat plane hrs finally took,Southwest
positive,great flight phoenix dallas tonightgreat service time makes happy,Southwest
negative,flight cancelled flighted tonight told wont receive travel voucher inconvenience really policy,Southwest
positive,guys clever,Southwest
negative,fly swa lot always purchase eb never past rethinking swa process misleading,Southwest
positive,amazing view approach lax tonight,Southwest
negative,today sporadically changed flight departure times amp left two hours late flight uncharacteristic u,Southwest
positive,really appreciate alls bhm commercial aired today bookofnegroes,Southwest
negative,yes extra wonder going yo loose room,Southwest
negative,flight oakland sna asked take even empty sests answer,Southwest
negative,could care customer reasonable request,Southwest
positive,thanks replying sent conf love aviation southwest wanted th fly swa day,Southwest
negative,going stop flying delays everytime time due paperwork,Southwest
negative,thnx hopefully nxt flight ive got shows wknd worst case ill turn sweatshirt inside,Southwest
positive,thanks taking notch leinenkugels craftbeer goodflight norfolk,Southwest
negative,receive bad customer service ended spending several hundred dollars accommodate family cxl flight,Southwest
positive,thank u leaving nice job running thru airport catch connecting flight,Southwest
negative,keeps saying mobile boarding passes unavailable despite checked everything,Southwest
positive,thanks much making night wait trip next week,Southwest
negative,app isnt working take like two hours help,Southwest
negative,cant take knoxville yall fav help,Southwest
positive,filing thank response,Southwest
positive,one heck airline,Southwest
negative,understand weather fault frequent flyer expected better customer service ill trying,Southwest
negative,flight leaving las vegas pm arriving chimid pm,Southwest
positive,woohoo made day looked couldnt find thank,Southwest
negative,doesnt even gluten free peanuts whyyy,Southwest
positive,great flight damion best damionflight,Southwest
negative,please update website,Southwest
negative,everything return jet go miami,Southwest
negative,inclement weather flights left dca today plane appeared coming aus,Southwest
positive,whoa thanks thats wanted hear early flight coming thanks reply,Southwest
positive,thx fingers crossed found,Southwest
positive,far good,Southwest
negative,yeah sale fares got places fly oh damn right live swa doesnt fly,Southwest
positive,id love hear live saturday destinationdragons,Southwest
positive,thats fly yall personalized service,Southwest
positive,well timed tweet boarded listening way home,Southwest
negative,took ages one snapchat story load one one demolish,Southwest
negative,lost sunglasses amp case flight last night lost amp found,Southwest
negative,wifi shit fix jump closest bloody fucking emergency exit,Southwest
negative,need help changing name company reservationwe tried calling customer relations busy signal,Southwest
negative,alas pretty full entertain witty repartee,Southwest
negative,trying book another flight apply credits another flight cant find,Southwest
negative,frustrated experience southwest hours trapped denver bc mechanical problems worstcustomerservice,Southwest
positive,awesome thank,Southwest
negative,weve lost whole day honeymoon disappointed frustrated everything,Southwest
negative,stay chicago overnight meet bags hope stay put dont get put flight,Southwest
positive,luckily people working bso chicago midway attentive found bags punta cana,Southwest
negative,bicycles lbs criteria free bikes automatically way faq page isnt clear,Southwest
negative,wondering reason customer service busy hold past days many hours answer help plz,Southwest
negative,open kiosks austinbergstrom three lanes service line people really,Southwest
positive,pit gate big shout lady trying track,Southwest
positive,great experience customer service team thank luvsw alist,Southwest
positive,way know checked bag curb awesome want sure gets high five,Southwest
negative,pls help get resolved amp reimbursement made gracias rico pls send private msg phone number email address,Southwest
negative,alist preferred line phone wait minutes hung feeling alistey,Southwest
negative,stop getting credit card apps already card,Southwest
positive,thank handling glad southwest cares flyers think,Southwest
positive,bingo thank bringing attention well happy reach noah make right mr,Southwest
negative,tsa pre isnt showing boarding passes ive followed steps please help,Southwest
positive,loveluv addition passbook option,Southwest
positive,thanks follow glad get bag back,Southwest
negative,guys fuck never forgive,Southwest
negative,im smashed window giant guest sitting next way guy given seat,Southwest
negative,im miserable orlando vegas nonstop right big must guest u require seats im btw,Southwest
positive,amazing service sw stewardesses den cun cun atl atl lax thank u,Southwest
positive,lol im sorry im seeing lauren oh god ahhhh,Southwest
negative,bad weather multiple cancelled flighted flights us scared noted next time,Southwest
negative,good know three sets travelers mins standing waiting mins pass,Southwest
positive,twice year hard get vacation time work sometimes love flying guys,Southwest
positive,gave tickets see saturday cant even right haha thank,Southwest
negative,doesnt want deal world might want know treating customers,Southwest
negative,guess get airport early need wait mins checkin really,Southwest
positive,share value common,Southwest
positive,ok thank,Southwest
negative,worstthingever days late flightr lost bag fedexed somewhere know cause dont amp delivered somewhere,Southwest
negative,know information found peoples account see someone elses reservation rr trip,Southwest
negative,dont conference number spoke courtney texas david finally fixed mine hour,Southwest
negative,customer service said known problem using confirmation numbers domestic international,Southwest
negative,looks like yr anni trip replaced w someones itinerary worried abt c flight,Southwest
negative,would want last time screwed early boarding paid,Southwest
positive,thanks follow appreciate,Southwest
positive,arrived san juan early thanks great flight luv u,Southwest
negative,jamesasworth worst corporate account manager brent take plus flights thank,Southwest
negative,complete horror show flights bumped three times today noon run airline cantblametheweather,Southwest
negative,hour delay shortly brendan sorry keep waiting well air shortlyrs,Southwest
positive,thanks already subscribe rr account received promo code last month since expired new offers,Southwest
positive,thank kindly,Southwest
negative,step less shot step acknowledge customers places twitter step dont suck much,Southwest
positive,great job celebrating mardigras industry another reason im nuts,Southwest
negative,im sorry straying going ive learned lesson attendants need sw happiness,Southwest
positive,added passbook support ios application finally get add collection,Southwest
positive,im really craving pretzels please send,Southwest
positive,allows change flight fee yay always book flights changes,Southwest
negative,poor customer service problem,Southwest
negative,one looks like problem fixed,Southwest
positive,swadiversity ready inspired,Southwest
negative,days amp still home even ground days pastmypatienceexpirationdate,Southwest
negative,understand much often seems like quick request desk takes questions asked,Southwest
negative,tried enter rapid rewards contest link facebook browsers kept popping security warnings,Southwest
negative,ohing text message received entitled jackass friend,Southwest
positive,hmmm caribbean sound ld warm thanks,Southwest
positive,apology accepted customerservicewin itravelalot,Southwest
